LINE,LOTID,Data_Time,Model No.,[A]Zone1_Feature1_SV,[A]Zone1_Feature1_PV,[A]Zone1_Feature2_PV,[A]Zone1_Feature3_PV,[A]Zone2_Feature4_SV,[A]Zone2_Feature4_PV,[A]Zone2_Feature5_SV,[A]Zone2_Feature5_PV,[A]Zone2_Feature6_SV,[A]Zone2_Feature6_PV,[A]Zone3_Feature7_PV,[A]Zone3_Feature8_SV,[A]Zone3_Feature8_PV,[A]Zone4_Feature9_PV,[A]Zone4_Feature10_SV,[A]Zone4_Feature10_PV,[A]Zone5_Feature11_PV,[A]Zone5_Feature12_PV,[A]Zone5_Feature12_SV,[A]Zone6_Feature13_PV,[A]Zone6_Feature13_SV,[A]Zone6_Feature14_PV,[A]Zone6_Feature14_SV,[B]Feature15,[B]Feature16,[C]Feature17,[C]Feature18,[C]Feature19,[C]Feature20,[D]Feature21,[D]Feature22,[D]Feature23,[D]Feature24,[D]Feature25,[D]Feature26,[D]Feature27,[D]Feature28,[E]Feature29,[E]Feature30,[E]Feature31,[E]Feature32,[E]Feature33,[F]Feature34,[F]Feature35,[F]Feature36,[F]Feature37,[F]Feature38,[F]Feature39,[F]Feature40,[F]Feature41,[G]Zone1_Feature42,[G]Zone2_Feature43,[G]Zone3_Feature44,[G]Zone4_Feature45,[G]Zone5_Feature46,[G]Zone6_Feature47,[G]Zone7_Feature48,[G]Zone8_Feature49,[G]Zone10_Feature50,[H]Feature51,[H]Feature52,[H]Feature53,[I]Feature54,[I]Zone1_Feature55,[I]Zone1_Feature56,[I]Zone1_Feature57,[I]Zone2_Feature58,[I]Zone2_Feature59,[I]Zone2_Feature60,[I]Zone3_Feature61,[I]Zone3_Feature62,[I]Zone4_Feature63,[I]Zone4_Feature64,[I]Zone5_Feature65,[I]Zone5_Feature66,[I]Zone6_Feature67,[I]Zone6_Feature68,[I]Feature69,[I]Feature70,[I]Feature71,[I]Feature72,[I]Feature73,[I]Feature74,[I]Feature75,[I]Feature76,[I]Feature77,[I]Feature78,[I]Feature79,[I]Feature80,[I]Feature81,[I]Feature82,[I]Feature83,[I]Feature84,[I]Feature85,[I]Feature86,[J]Zone1_Feature87_SV,[J]Zone1_Feature87_PV,[J]Zone1_Feature88,[J]Zone1_Feature89,[J]Zone1_Feature90_SV,[J]Zone1_Feature90_PV,[J]Zone1_Feature91,[J]Zone1_Feature92,[J]Zone2_Feature93_SV,[J]Zone2_Feature93_PV,[J]Zone2_Feature94,[J]Zone2_Feature95,[J]Zone2_Feature96_SV,[J]Zone2_Feature96_PV,[J]Zone2_Feature97,[J]Zone3_Feature98_SV,[J]Zone2_Feature98_PV,[J]Feature99,[J]Feature100,[J]Feature101,[K]Feature101,[K]Feature102,[L]Zone1_Feature103,[L]Zone1_Feature104,[L]Zone1_Feature105,[L]Zone1_Feature106,[L]Zone1_Feature107,[L]Zone1_Feature108,[L]Zone1_Feature109,[L]Zone2_Feature110,[L]Zone2_Feature111,[L]Zone2_Feature112,[L]Zone2_Feature113,[L]Zone2_Feature114,[L]Zone2_Feature115,[L]Zone2_Feature116,[L]Zone3_Feature117,[L]Zone3_Feature118,[L]Zone3_Feature119,[L]Zone4_Feature120,[L]Zone4_Feature121,[L]Zone4_Feature122,[L]Zone5_Feature123,[L]Zone5_Feature124,[L]Zone5_Feature125,[L]Zone6_Feature126,[L]Zone6_Feature127,[L]Zone6_Feature128,[L]Feature129,[L]Feature130,[L]Feature131,[M]Feature132,[M]Feature133_SV,[M]Feature134,[M]Feature135_SV,[N]Zone1_Feature136,[N]Zone2_Feature137,[N]Zone3_Feature138,[N]Zone4_Feature139,[N]Zone5_Feature140,[N]Zone6_Feature141,[O]Feature142,[O]Feature143,[P]Feature144_SV,[P]Feature145_SV,[P]Feature146_PV,[P]Feature146_SV,[P]Feature148_PV,[P]Feature148_SV,[P]Feature150_PV,[P]Feature151_SV,[Q]Feature152,[Q]Feature153,[R]Zone1_Feature154,[R]Zone1_Feature155,[R]Zone1_Feature156,[R]Zone1_Feature157,[R]Zone2_Feature158,[R]Zone2_Feature159,[R]Zone2_Feature160,[R]Zone2_Feature161,[R]Zone3_Feature162,[R]Zone3_Feature163,[R]Zone4_Feature164,[R]Zone4_Feature165,[R]Zone5_Feature166,[R]Zone5_Feature167,[R]Zone6_Feature168,[R]Zone6_Feature169,[S]Zone1_Feature170_SV,[S]Zone1_Feature171,[S]Zone1_Feature172,[S]Zone1_Feature173,[S]Zone1_Feature174,[S]Zone1_Feature175,[S]Zone1_Feature176,[S]Zone2_Feature177_SV,[S]Zone2_Feature178,[S]Zone2_Feature179,[S]Zone2_Feature180,[S]Zone2_Feature181,[S]Zone2_Feature182,[S]Zone2_Feature183,[S]Zone3_Feature184,[S]Zone3_Feature185_SV,[S]Zone3_Feature186,[S]Zone3_Feature187,[S]Zone4_Feature188,[S]Zone4_Feature189,[S]Zone4_Feature190_SV,[S]Zone4_Feature191,[S]Zone5_Feature192,[S]Zone5_Feature193,[S]Zone5_Feature194_SV,[S]Zone5_Feature195,[S]Zone6_Feature196,[S]Zone6_Feature197,[S]Zone6_Feature198_SV,[S]Zone6_Feature199,[T]Zone1_Feature200,[T]Zone1_Feature201,[T]Zone2_Feature202,[T]Zone2_Feature203,[T]Zone3_Feature204,[T]Zone3_Feature205,[T]Zone4_Feature206,[T]Zone4_Feature207,[T]Zone5_Feature208,[T]Zone5_Feature209,[T]Zone6_Feature210,[T]Zone6_Feature211,CTQ 1,CTQ 1_LSL,CTQ 2,CTQ 2_LSL,CTQ 3,CTQ 3_USL,CTQ 3_LSL,CTQ 4,CTQ 4_USL,CTQ 4_LSL,CTQ 5,CTQ 5_USL,CTQ 5_LSL
R13,CDRC19061106,2019-06-18 5:00,AAA11111117,57,571.5714286,1299,1350,130,1315.428571,188,1879,187,1869,1849,134,1323,1749,101,994.7142857,1699,1238.714286,125,1500,150,842.7142857,85,,,0,649.2142857,93.48571429,852.5285714,100,27,27,39.94285714,100,30,30,42.47142857,0,173,21426026,3213.428571,265.8285714,237.9,39.3,7.428571429,7.414285714,200,200,202.4,199.8857143,18.41428571,33.8,30.78571429,0.014285714,0,0.214285714,0,0,0.014285714,0.1,0.128571429,50.51428571,20.18571429,53.1,49.38571429,48.55714286,71.02857143,61.87142857,59.12857143,91.62857143,78.21428571,89.38571429,60.82857143,83.74285714,69.37142857,64.8,56.8,58.84285714,32.65714286,71.32857143,66.71428571,9.914285714,6.557142857,60.04285714,32.3,72.58571429,67.88571429,0,19.14285714,10.28571429,-2.857142857,2,3.3,3.014285714,13,54,66.05714286,59.05714286,50.47142857,29,27.31428571,54,29,20,16.71428571,24.8,35.4,19,13.51428571,19,40,25.64285714,39.95714286,22.42857143,23.74285714,9.8,2.8,11.01428571,62.45714286,55.45714286,57.28571429,46.44285714,4.128571429,62.5,11.72857143,63,53.3,52.71428571,54.3,20.67142857,72,78,9.342857143,64,74.52857143,28.97142857,59.81428571,66.04285714,16.48571429,57.94285714,61.54285714,7.271428571,50.08571429,40,24.5,22.5,2403766.071,1.5,2481046.443,1.575,-0.272857143,-2.207142857,-2.251428571,-3.05,-2.914285714,-3.124285714,89.7,89.45714286,3.5,3.5,4.114285714,4,5.928571429,6,4.3,4.3,15.02757143,15.75471429,1.257142857,22.85714286,25.61428571,10.05714286,41.1,53.55714286,19.31428571,0,43.12857143,94.07142857,49.51428571,70.08571429,61.84285714,81.9,33.41428571,59.81428571,3.1,4.028571429,0.162857143,3.81,3.112857143,3.294285714,2.397142857,4.45,12.87142857,5.284285714,8.925714286,4.472857143,2.482857143,0.01,2.661428571,9,-13.7,8.958571429,3.057142857,6.675714286,6.7,-14.77142857,3.817142857,7.801428571,7.7,-8.771428571,2.062857143,5.695714286,5.7,-7.942857143,1.642857143,0.014285714,23,4.071428571,11.7,18.25714286,24.27142857,20.74285714,23,23.15714286,1.071428571,-2.871428571,106,75,108,75,18.3,20.5,15.5,14.695,16,13,321.3333333,380,120
R13,CDRC19061107,2019-06-18 5:10,AAA11111117,57,572.75,1299,1350,130,1316.75,188,1879,187,1869,1849,134,1319.875,1749,101,995.375,1699,1237.75,125,1500,150,841.75,85,,,0,444.4625,-26.1625,856.075,100,26,26,39.975,100,30,30,42.525,0,173,21428077,3085,389.625,238,39.3,7.425,7.4125,200,200,202.45,199.9875,17.7875,34.0875,30.3625,0,0,0.1875,0,0.0125,0.0125,-0.125,0.1375,50.475,19.9625,52.975,49.3375,48.0875,70.6375,62.3125,58.9375,91.3375,77.525,89.4125,60.5375,83.6,68.1125,64.925,56.825,59.425,32.4875,71.4,67,10.0125,6.2875,60.0875,32.15,72.4875,68.2125,0,26.5,10.125,-0.625,-0.125,3.4125,2.55,12.8625,54,67.325,59.925,48.0375,29,29.9,54,29,20,16.6375,24.775,35.7375,19,13.4375,19,40,26.675,39.925,22.6,24.125,9.8,2.8,12.5125,61.3625,55.0625,56.875,46.0125,7.2125,60.275,12.6625,62.925,53.2,52.5,54.0875,20.55,72.05,82.975,16.15,62.475,74.6375,29.125,60,69.3625,17.8,58.15,61.2,4.8125,50.5875,39.95,24.25,22.4,2403919.125,1.5,2481207.038,1.575,-0.30125,-2.3475,-2.45,-3.28,-3.02125,-3.1675,89.7,86.275,3.5,3.5,3.975,4,5.9125,6,4.175,4.3,15.0325,15.793375,0.375,22.7375,25.3625,9.9125,41.65,53.3125,19.2375,0,42.275,92.9375,46.9625,70.5625,57.95,80.025,35.525,60.3875,3.1,5.6125,0.04625,3.79,3.07125,3.26,2.35875,4.45,13.575,5.3575,8.88625,4.44625,2.4725,0.01,2.60875,9,-10.8375,8.85,2.89875,6.71875,6.7,-14.3375,3.57625,7.62,7.7,-9.6375,2.1925,5.75,5.7,-9.2375,1.6,0,22.9875,3.7875,11.45,17.8875,24.0125,20.6875,22.7875,22.9125,1.15,-2.875,105,75,107.6666667,75,17.99166667,20.5,15.5,14.585,16,13,281.6666667,380,120
R13,CDRC19061108,2019-06-18 5:20,AAA11111117,57,574.375,1299,1350,130,1316.75,188,1879,187,1869,1849,134,1322.5,1749,101,998.125,1699,1237.625,125,1500,150,842.5,85,,,643.2125,0,-13.9,854.0875,100,23,23,40,100,28,28,42.6375,3192.25,269.075,21430115.25,0,173,237.925,39.3,7.45,7.4375,200,200,202.4625,199.9,17.7125,34.5125,30.0125,0,0,0.1875,0,0.025,0.0375,0.0625,0.2625,50.2875,19.9375,53.2,49.4125,48.425,71.3,61.95,59.1625,91.425,77.65,89.3125,60.7,83.675,68.95,65,56.9875,57.6375,33.3,71.525,67.2,9.85,6.25,58.8,32.425,72.4375,67.95,19.125,0,10.25,-0.25,0.625,3.35,2.9875,12.675,54,67.3375,59.6625,47.1,29,27.725,54,29,20,16.6,24.9375,35.9875,19,13.5125,19,40,26.175,39.8375,21.975,23.6125,9.8,2.8,8.9,62.4,55.1625,57.0875,45.775,8.9875,61.0625,12.925,62.9875,53.075,52.475,54,20.9,71.8875,80.6125,14.0875,62.8,75.1375,28.875,60.075,69.4375,18.95,57.9375,60.45,7.975,49.925,39.8,24.275,22.2,2404071.2,1.5,2481366.588,1.575,-0.31125,-2.41125,-2.5225,-3.30125,-3.1,-3.27125,269.7,85.7125,3.5,3.5,4.125,4,5.9125,6,4.1,4.3,15.02975,15.781625,1.1875,22.8625,25.525,9.975,42.1875,53.4625,18.9,0,45.075,94.125,49.275,69.8875,61.9625,80.925,35.075,60.5375,3.1,9.0125,0.15125,3.8125,3.095,3.28125,2.37375,4.45,14.1125,5.42625,8.91,4.45875,2.43,0.01,2.78125,9,-12.775,8.96375,3.04125,6.65625,6.7,-11.575,3.825,7.70875,7.7,-11,2.165,5.765,5.7,-8.0625,1.5625,0,22.9125,3.7875,11.45,18.1,24.025,20.7375,22.775,22.9375,1.025,-2.8875,105,75,107.6666667,75,18,20.5,15.5,14.585,16,13,271.3333333,380,120
R13,CDRC19061110,2019-06-18 5:41,AAA11111117,57,574.375,1299,1350,130,1316.125,188,1879,187,1869,1849,134,1324.625,1749,101,995.875,1699,1239.5,125,1500,150,842.5,85,,,0,635.2625,0,861.15,100,23,23,40.0125,100,28,28,42.575,0,173,21434207.5,1083.5,272.275,237.925,39.3,7.4375,7.4625,200,200,202.4,199.9875,17.5,35.0125,29.0625,0,0,0.225,0,0.025,0.025,-0.0125,0.0625,50.5125,19.825,53.175,49.475,48.3,70.9875,61.975,58.975,91.5125,78.775,89.1625,60.7875,83.4875,69.725,64.7875,57.05,57.625,33.175,71.4,67.075,9.6125,6.275,58.4875,32.3,72.6125,68.2875,0,20.25,10.625,0,1.625,3.175,3.1125,12.5875,54,67.6,59.85,48.425,29,29.25,54,29,20,16.7125,24.875,35.8625,19,13.3625,19,40,26.175,39.9,20.725,22.2375,9.775,2.8,12.3,61.5375,54.975,56.75,44.9625,10.5125,59.8375,12.2375,62.95,53.025,52.4,53.9,20.5625,72,82.725,14.075,62.9,74.0625,29.3875,59.9875,68.6,18.25,58,60.35,7.3125,49.9875,39.925,24.55,22.2,2404376.45,1.5,2481686.938,1.575,-0.3125,-2.34625,-2.43875,-3.265,-3.01375,-3.20125,89.7,82.1125,3.5,3.5,4.125,4,5.95,6,4.1,4.3,15.03375,15.779875,0.15,22.725,25.625,10.1375,41.6,53.2625,19.2375,0,44.125,93.9875,49.7,70.8375,62.325,80.9,33.8125,60.1375,3.1,9.525,0.0175,3.78625,3.095,3.295,2.41625,4.45,13.3375,5.35,8.87625,4.4425,2.4725,0.01,2.72375,9,-10.9375,8.95125,3.0675,6.745,6.7,-14.0625,3.8475,7.70375,7.7,-8.175,2.0875,5.725,5.7,-8.7875,1.6125,0,22.975,3.85,11.6125,18.0625,24.125,20.75,22.95,23,0.9375,-2.9,103,75,108.6666667,75,18.15,20.5,15.5,14.7775,16,13,271.3333333,380,120
R13,CDRC19061111,2019-06-18 5:51,AAA11111117,57,574.8571429,1299,1350,130,1315.142857,188,1879,187,1869,1849,134,1322.571429,1749,101,995.2857143,1699,1237.285714,125,1500,150,843.5714286,85,,,0,439.7857143,-1.371428571,865.7285714,100,24,24,39.91428571,100,29,29,42.52857143,0,173,21436257.14,1428.571429,393.2,238,39.3,7.428571429,7.428571429,200,200,202.5,200.0142857,17.45714286,35.02857143,28.75714286,0,0,0.214285714,0,0,0,-0.1,-0.1,50.1,19.78571429,53.15714286,49.3,48.41428571,71.07142857,62.14285714,58.94285714,91.65714286,76.98571429,89.45714286,60.74285714,83.07142857,69.55714286,65,57.04285714,57.75714286,33.08571429,71.4,66.84285714,9.5,6.3,58.97142857,32.44285714,72.44285714,67.94285714,0,26.85714286,10.14285714,-0.285714286,0.857142857,2.871428571,2.657142857,12.6,54,67.68571429,60.44285714,46.52857143,29,27.77142857,54,29,20,16.71428571,24.95714286,35.98571429,19,13.57142857,19,40,26.2,39.85714286,20.75714286,22.24285714,9.8,2.8,8.8,62.45714286,55.15714286,57.04285714,44.81428571,3.557142857,62.28571429,11.4,63.02857143,53.08571429,52.34285714,53.9,20.31428571,72.02857143,83.17142857,13.85714286,62.97142857,74.68571429,28.72857143,60.01428571,69.15714286,18.41428571,57.91428571,61.4,6.242857143,50.4,40,24.6,22.31428571,2404529.3,1.5,2481847.314,1.575,-0.324285714,-2.375714286,-2.434285714,-3.294285714,-3.085714286,-3.228571429,89.7,81.9,3.5,3.5,4,4,5.942857143,6,4.114285714,4.3,15.03314286,15.77228571,0.414285714,23.04285714,25.48571429,10.05714286,42.65714286,53.47142857,18.82857143,0,42.88571429,93.8,47.97142857,70.1,55.35714286,81.11428571,34.55714286,59.87142857,3.1,9.785714286,0.051428571,3.84,3.108571429,3.278571429,2.392857143,4.45,12.44285714,5.484285714,8.914285714,4.46,2.422857143,0.01,2.647142857,9,-12.9,8.932857143,2.961428571,6.677142857,6.7,-14.32857143,3.417142857,7.725714286,7.7,-9.6,2.132857143,5.702857143,5.7,-6.828571429,1.585714286,0,22.88571429,3.771428571,11.6,18.04285714,24.11428571,20.57142857,22.71428571,22.71428571,0.971428571,-2.9,103,75,108.6666667,75,18.15,20.5,15.5,14.895,16,13,271.3333333,380,120
R13,CDRC19061112,2019-06-18 6:01,AAA11111117,57,575,1299,1350,130,1314.875,188,1879,187,1869,1849,134,1323.5,1749,101,996.125,1699,1238.75,125,1500,150,844.375,85,,,628.3625,0,-2.5375,872.2875,100,24,24,39.9625,100,29,29,42.5875,1552.25,275.025,21438299,0,173,237.8375,39.3,7.4375,7.45,200,200,202.6,199.9875,18.3375,35.1375,28.7125,0,0,0.1625,0.0125,0,0.025,0.0875,0.0625,50.35,19.675,53.225,49.425,48.3375,71.5625,62.025,59.0875,91.55,76.8625,89.3,60.725,83.8125,68.8875,64.7375,56.7375,57.625,33.1125,71.525,66.3625,9.45,6.225,58.6125,32.3625,72.675,67.875,19.125,0,9.875,-0.5,0.125,3.475,2.55,12.5375,54,66.0625,60.25,52.0375,29,30.1375,54,29,20,16.6875,24.925,35.95,19,13.525,19,40,26.2625,40,21.8,22.6625,9.8,2.8,12.075,62.025,55.1,56.875,45.425,8.7875,59.7375,12.2875,62.95,53.3375,52.15,53.9,20.6,72,82.1625,14.4625,62.9,74.925,28.8,60,69.0125,18.7125,57.9125,61.55,8.525,49.8875,39.8,24.675,22.4375,2404681.65,1.5,2482007.175,1.575,-0.29625,-2.2925,-2.355,-3.3025,-3.1375,-3.31125,269.7,81.9,3.5,3.5,4.1,4,5.95,6,4.1,4.3,15.03525,15.7755,0.2625,22.5625,25.6625,10.0125,41.6375,53.425,20.225,0,43,94.3375,47.1625,69.85,58.4,81.725,34.325,59.3375,3.1,9.8125,0.03125,3.76,3.06,3.3,2.38375,4.45,12.1875,5.355,8.90375,4.455,2.60125,0.01,2.65375,9,-12.2125,8.985,2.91125,6.6525,6.7,-13.25,3.605,7.78125,7.7,-9.575,2.1175,5.65,5.7,-6.05,1.6,0,22.8625,3.8625,11.625,18.05,23.975,20.625,22.75,22.7375,0.8375,-2.9,104,75,104,75,18.525,20.5,15.5,15.03,16,13,282,380,120
R13,CDRC19061113,2019-06-18 6:11,AAA11111117,57,574.4285714,1299,1350,130,1317.285714,188,1879,187,1869,1849,134,1325.428571,1749,101,998.2857143,1699,1238.857143,125,1500,150,844.1428571,85,,,435.8142857,0,-1.471428571,870.3,100,24,24,39.97142857,100,29,29,42.5,1840.571429,396.6,21440358,0,173,237.8714286,39.3,7.414285714,7.442857143,200,200,202.5857143,199.9,17.41428571,35.01428571,28.68571429,0,0,0.228571429,0,0.042857143,0,0.214285714,-0.014285714,50.27142857,19.68571429,53.21428571,49.32857143,48.41428571,71.42857143,61.8,59.11428571,91.31428571,76.77142857,89.48571429,60.6,83.9,69.28571429,65,56.98571429,57.65714286,33.01428571,71.4,66.97142857,9.5,6.2,58.55714286,32.37142857,72.44285714,67.8,25,0,10.28571429,-0.285714286,0.142857143,3.357142857,2.457142857,12.55714286,54,68.17142857,59.88571429,46.64285714,29,27.5,54,29,20,16.67142857,24.85714286,36.12857143,19,13.61428571,19,40,26.22857143,39.94285714,22.1,23.25714286,9.728571429,2.8,9.571428571,62.1,55.2,56.88571429,44.65714286,7.314285714,61.71428571,12.11428571,63,53.4,52.1,53.9,20.51428571,72,82.6,13.81428571,62.97142857,75.18571429,28.61428571,60.1,68.78571429,18,58,64.5,5.242857143,50.58571429,40,24.78571429,22.5,2404835.143,1.5,2482168.243,1.575,-0.327142857,-2.467142857,-2.615714286,-3.388571429,-3.184285714,-3.314285714,269.7,81.9,3.5,3.5,3.971428571,4,5.914285714,6,4.1,4.3,15.02871429,15.75757143,1.057142857,22.64285714,25.97142857,10.04285714,41.3,53.4,19.05714286,0,43.32857143,94.01428571,47.92857143,70.27142857,63.37142857,80.4,32.48571429,59.91428571,3.1,9.214285714,0.135714286,3.772857143,3.064285714,3.34,2.39,4.45,14.2,5.312857143,8.898571429,4.461428571,2.451428571,0.01,2.674285714,9,-10.82857143,8.954285714,2.96,6.692857143,6.7,-11.11428571,3.911428571,7.657142857,7.7,-8.471428571,2.005714286,5.705714286,5.7,-5.871428571,1.585714286,0,22.78571429,3.685714286,11.41428571,17.81428571,23.87142857,20.51428571,22.65714286,22.65714286,0.857142857,-2.885714286,104,75,104,75,18.525,20.5,15.5,15.03,16,13,282,380,120
R13,CDRC19061114,2019-06-18 6:21,AAA11111117,57,575.375,1299,1350,130,1316.875,188,1879,187,1869,1849,134,1324.25,1749,101,995.25,1699,1238.5,125,1500,150,844.5,85,,,0,620.9375,-0.05,878.5875,100,24,24,39.95,100,29,29,42.525,0,173,21442402.75,1956,278.2,237.9625,39.3,7.425,7.4125,200,200,202.4875,200.05,17.4375,35.6625,28.775,0,0,0.1375,0.0125,0.0375,0.3,0.0375,0.1125,50.275,19.65,53.1375,49.3,48.4625,71.025,61.9375,59.1125,91.9,78.225,89.2625,60.5125,83.5375,69.225,64.9375,57.0375,57.0875,33.175,71.7,67.375,9.725,6.1625,57.875,32.3625,72.6125,68.225,0,23,9.75,0,0.125,3.1125,2.9875,12.475,54,65.95,60.1,50.6625,29,29.6,54,29,20,16.675,24.9125,35.95,19,13.5625,19,40,26.1125,40,22.5,23.4625,9.8,2.8,11.8,62.1,55.1,56.975,45.3375,5.825,60.95,12.0375,63.025,53.1,52.3625,53.9,20.6125,72,82.1125,14.1125,62.9875,74.5,28.7375,60.1,68.925,18.6875,57.975,59.0625,10.525,49.425,40,24.7,22.5,2404987.675,1.5,2482328.313,1.575,-0.3125,-2.31375,-2.375,-3.24,-3.06,-3.22,89.7,81.9,3.5,3.5,4.1,4,5.95,6,4.1,4.3,15.032,15.782,0.7625,22.7625,24.975,10.1,41.5125,53.4375,18.3875,0,43.3875,95.0375,43.8375,70.4375,59.0125,80.7375,34.2125,59.975,3.1,10.3625,0.095,3.79125,3.10875,3.21125,2.40375,4.45,13.95,5.33875,8.90875,4.4575,2.365,0.01,2.6775,9,-11.525,9.05,2.70625,6.7075,6.7,-14.25,3.64375,7.69,7.7,-9.0625,2.11,5.71375,5.7,-5.7625,1.5875,0.0125,22.8875,3.9625,11.3875,17.9125,24.1,20.6875,22.775,22.7,0.925,-2.8875,105,75,103,75,18.08333333,20.5,15.5,14.5725,16,13,313.6666667,380,120
R13,CDRC19061115,2019-06-18 6:31,AAA11111117,57,574.75,1299,1350,130,1315.25,188,1879,187,1869,1849,134,1322.875,1749,101,998.25,1699,1238.5,125,1500,150,844.375,85,,,0,434.425,0.05,878.725,100,25,25,39.95,100,30,30,42.525,0,173,21444462.75,2294,397.975,237.95,39.3,7.425,7.45,200,200,202.425,200,17.4375,35.4875,28.65,0,0,0.2,0,0.0125,0.0125,0.05,-0.0875,50.3125,19.625,53.175,49.4875,48.575,71.25,61.65,58.8875,91.4125,77.05,89.3625,60.7875,83.9,69.1,64.925,56.6,56.7375,32.8625,71.2625,67.1,9.4375,6.3875,57.9625,32.1625,72.7375,68,0,28.125,10.375,0,0.375,3.2375,2.6875,12.475,54,67.575,60.0625,48.1875,29,29.1375,54,29,20,16.6125,24.85,36.0375,19,13.6,19,40,26.075,39.9,22.05,23.4875,9.8,2.8,11.4625,61.625,55.0625,56.7625,44.9,10.75,59.925,11.575,63,53.325,52.3,53.9,20.4625,72,82.1,13.4875,63.025,74.4,28.5625,60.1,68.4,17.7,58.0875,59.425,12.225,49.2,40,24.7,22.3375,2405141.188,1.5,2482489.387,1.575,-0.3275,-2.3975,-2.5075,-3.37125,-3.11125,-3.31,89.7,81.9,3.5,3.5,4.0125,4,5.9625,6,4.1,4.3,15.031125,15.7715,0.5875,22.775,25.4625,10.0875,41.625,53.5375,18.775,0,44.4125,93.4875,48.425,70.6625,60.15,81.15,34.975,59.875,3.1,9.575,0.0725,3.795,3.09875,3.27625,2.40125,4.45,12.6125,5.35375,8.92,4.4625,2.41375,0.01,2.74125,9,-12.575,8.9025,2.98875,6.73,6.7,-11.3875,3.7125,7.73,7.7,-8.9,2.15875,5.70125,5.7,-5.4375,1.6125,0.0125,22.9625,3.775,11.7125,17.8,23.9625,20.6375,22.65,22.775,0.8125,-2.9,105,75,103,75,18.08333333,20.5,15.5,14.515,16,13,313.6666667,380,120
R13,CDRC19061116,2019-06-18 6:41,AAA11111117,57,574.25,1299,1350,130,1315.75,188,1879,187,1869,1849,134,1329.375,1749,101,998.25,1699,1236.25,125,1500,150,845.625,85,,,613.8125,-0.0125,-6.94E-18,887.3625,100,25,25,39.975,100,30,30,42.4875,2486.75,281.775,21446503.25,0,173,237.95,39.3,7.425,7.4375,200,200,202.625,199.975,17.425,35.525,28.6375,0,0,0.2,0,0,0.025,0.025,-0.025,50.35,19.625,53.1625,49.425,48.275,71.325,61.9625,59.25,91.35,77.6875,89.4375,60.9375,83.825,68.6,64.6125,57.0375,56.55,32.925,71.6375,66.975,9.725,6.175,57.7375,32.2625,72.5,68.25,17.625,0,9.875,0,0.125,3.2375,2.8,12.475,54,68.225,60.5875,48.05,29,28.2375,54,29,20,16.65,24.8375,35.925,19,13.425,19,40,25.9625,39.9,21.5625,23.2625,9.8,2.8,10.1625,61.825,55.0125,56.75,44.6125,4.2,61.85,12.25,62.9125,53.15,52.2125,53.9,20.8625,71.9,82.2625,13.7,63.05,74.575,28.95,60,68.8375,18.6125,58,59.8625,8.675,49.825,39.8,24.6625,22.2875,2405293.413,1.5,2482649.125,1.575,-0.32375,-2.3925,-2.44625,-3.28125,-3.09625,-3.29625,269.7,81.9,3.5,3.5,4.0625,4,5.9375,6,4.1,4.3,15.030125,15.769125,0.1125,22.8625,25.5,10.125,41.725,53.65,19.6375,0,44.9375,95,47.175,71.0125,57.0125,81.3625,34.5,59.875,3.1,9.0125,0.0125,3.80875,3.11,3.28,2.40875,4.45,12.9375,5.36625,8.9425,4.45375,2.52375,0.01,2.77375,9,-8.325,9.0475,2.9125,6.7625,6.7,-11.7625,3.51875,7.7475,7.7,-10.675,2.13,5.7025,5.7,-4.4125,1.5875,0.0125,22.9125,3.7875,11.4375,17.9875,23.9125,20.65,22.7625,22.7875,0.9,-2.9,104,75,101.6666667,75,18.18333333,20.5,15.5,14.57,16,13,316,380,120
